"url","route","x","y"
"31eeff13-1864-4740-be7b-2af847c6e5d6","","1.2165164","3.958518"
"43b9c82c-e0a7-4fbd-8ad6-a54c71d1ce26","D3D2.0","0.41519442","3.082648"
"9871984a-4359-4046-922b-01fb3bee4dd0","D3D2.0","2.2702882","4.0200176"
"bb247262-65f2-47f1-8243-c15533b0403d","","0.8702747","3.5591474"
"5bed834c-be98-4db0-9ce5-e1321648f0cc","D3D2","5.9617763","3.340837"
"b65bcfff-ecf0-4f21-b770-2859cf7d863b","","6.6937823","3.1606617"
"112db87d-8114-4254-be0e-07268abb90f4","","8.099047","7.312115"
"2f728892-0ba6-444f-8ce1-5db62c26923d","","'-0.13423175","12.837076"
"f7d39835-05f3-4fcb-b619-8629e1235386","D2D1.0","1.0271356","3.749104"
"6465bb27-1ccd-4bb1-962a-8bf0173c0651","D3D2.0","0.45751074","3.1352754"
"6cd05577-efcc-4984-82df-fc38b777a932","D1D2","6.528436","3.1890008"
"52bb8b3a-79de-4356-9094-73bb4f391033","","5.234384","7.847374"
"df7f121e-eb1f-4874-a7c0-bc0ae49ca06f","D5-D1","4.570936","3.6093516"
"767d072f-9cea-450c-a89a-a307b0719fa1","","5.234384","7.847374"
"3f613f6a-8467-4fea-b436-7a948010e0ca","","3.2","5.0"
"a40a8bb8-4ed2-46fd-889b-e762761ba1d8","","6.2335567","3.2782855"
"ce8e5c5d-80fb-48ad-bfa2-b7d78d3fead2","D1D2","6.46504","3.203383"
"1a9c4466-fdbe-45f5-bd5a-555b8cbc5077","","4.92","5.1"
"6ce1259c-2290-478c-99c0-159703f048d4","D2D1.0","6.319065","3.247001"
"1b35f1cb-3c27-4211-88ed-302fc00ab85a","","5.829758","3.364726"
"8cfce2b4-dc45-404c-bfd0-db841e511ed5","D2D2","10.625669","7.119925"
"3b3871c2-ce0f-41cf-bc08-b1ca000ffa9d","","8.184866","2.5076272"
"2f977e54-d27b-4450-9439-5e8d68491ea6","","6.7714624","4.0892625"
"fb67ceee-0750-4aab-8781-3ae691bb6b27","","13.334571","10.551139"
"323eda80-3c8f-4575-9839-e5db98a3a5b9","D3D2.0","1.2725922","9.756247"
"cc49d807-c638-492f-a023-2845db3d7643","D2D2","6.674007","3.163451"
"1502e050-4ce3-4032-8fd1-4827da5200f4","","4.697138","3.5666485"
"f3f77b9e-eb04-45f8-bd93-28304e4b8005","D2D2","0.98204625","3.6220276"
"bfb203da-d235-4ee4-93f2-3e4b82b7f826","","8.143178","3.7968233"
"fc1385df-af43-4b57-8741-de1ee1ee9def","","6.413417","7.2578096"
"55572e84-7676-439f-8d66-5e80d65d9c61","D2D2","0.7877198","3.4515772"
"1ffd2663-cbf1-4ad1-b998-e3852bceae5b","","0.88928133","3.58346"
"69351114-8cb6-449d-9b04-f47dddad2c22","D2D2.0","0.8833808","3.5724802"
"3f5d95e9-5965-4b1c-bf7c-a924cd492b96","","4.8225026","3.583181"
"c3832272-74b0-44d1-a569-7b8ce49014d0","","3.3238466","5.1367483"
"c24d251c-97d7-4bf6-a4a3-941aa21de1c1","D2D1.0","0.4243011","3.1016462"
"cae0bdaf-43d7-4020-88f9-7988351cddc7","","6.022466","3.3270338"
"0b15eb2a-96d0-4652-8ddf-d64c30cdac6e","","0.61604947","3.271917"
"396dbc64-e340-4b57-9b5a-77debfbfc903","D2D1.0","0.6540738","3.305385"
"dfa60625-90e8-4a18-9779-bac3e24cdf24","D2D1.0","5.6837807","3.3897834"
"a649ede8-cec5-4514-849a-1a37f764e466","D2D2","0.6300224","3.307952"
"dc366979-4903-4f8a-aa2c-3d3523b69b31","D3D2.0","6.5569763","3.1811807"
"6babf5f5-5d18-4337-8e45-9edb80093eca","D2D1","5.5227785","3.4227746"
"3be6d845-d33e-4b82-afdf-b606470e9606","","0.601831","3.252099"
"bc920a67-547c-4e2c-b575-80da662e81c7","D3D1.0","0.73617435","3.388453"
"aed8d14d-322f-41ac-905c-9f6b3ff1a22a","D2D1.0","0.86189294","3.5568955"
"4018f5ba-e088-4c3c-9ea6-8bf2debeed47","","1.6372613","6.0466633"
"36e62d81-88af-4be7-942b-53906e115aed","D2D2","1.6173524","8.06741"
"042db071-34ef-4a51-8d65-40fa6824bf23","","4.23134","5.522254"
"020f5359-50a2-4ccb-a2a9-49b1ee0a92e1","","0.64593124","4.939443"
"4d1ec280-df20-40d4-afe3-1473c8af98f5","D2D1.0","0.39910737","3.057508"
"07577811-cead-4184-88ee-c688605cd46b","","0.9651055","3.6233027"
"4e7055e7-bc67-4cf8-b08a-0dec4c38bf23","","4.23134","5.522254"
"8a87208a-3b05-4bbb-83c2-64bfba31c336","","5.679152","3.3673441"
"f3633a8d-ac46-4f09-8ed8-4586377c2804","D2D2","2.0797894","4.0253553"
"d35104d5-e9d6-4403-8a11-3fba1f54122f","D2D2","0.49051535","8.76612"
"3b50267a-727f-4a21-9777-8f8ced3368d5","D3-D5","7.3610673","7.4676642"
"3368e74b-7f98-4886-9340-7f2347c0d184","D1D2","0.74046344","9.765149"
"61c4400c-490c-4774-9af9-49ac89742700","","1.3425889","5.7116566"
"174a5be5-551a-4d5c-83db-64224475183e","D2D1","0.7076268","3.3560135"
"8f9cff5d-eadb-491d-8d10-622d6ebdb546","","5.234384","7.847374"
"0be859ae-63f6-400a-bf78-8eef9dc24129","D2D2.0","0.5776781","3.2701564"
"7045219f-1e39-488a-8128-782ee90a9124","D2D2.0","0.80882454","3.4783347"
"7af9a4a6-6b3b-47b3-a520-0582812df34b","D3D3","3.1515527","2.0214925"
"ccc9d111-b706-4890-aeee-7aa5e55f6d9f","D2D1.0","0.5478021","3.2183135"
"8622484c-6e0d-4ba5-932f-e410515023f7","D3D2","14.887441","5.8633265"
"dd37bd5e-d8de-4b75-bce1-b5e58e169fe9","","5.0894876","15.85328"
"d7e1b8ab-214a-405d-8f3b-2ac13c3560c4","","1.3","5.1"
"e423abe5-e245-4f48-931f-f09d2d30c4e4","","7.8691897","7.401197"
"78c78949-21ab-4589-8ed3-898395cb20b2","D2D3.0","1.2026244","3.9474525"
"ce0a0bc9-4f15-4c96-b4e5-10658d3c0bf2","D3D1","5.4347787","2.4738936"
"a0eea547-818b-4bae-b53f-6a3312b023c6","","6.609204","3.1825762"
"336bdadf-f878-4da6-bd54-4f76dd45ea55","D2D1","10.53523","7.2830606"
"f6dec2fe-3e14-4c98-9613-40f3a2a0c370","","7.4772625","7.420081"
"fae6b25e-37be-4193-a47f-c9967857ca02","","7.730993","7.167783"
"5bb47340-7e62-4417-bdaa-6d4edefa9f37","D2D2","6.655032","3.1756837"
"2a1be37b-9600-4ea3-b5d3-f92db8b621ec","","0.8997675","3.5920117"
"fb975fa4-21bd-4bb4-bb30-73021f154ef4","","5.9592876","3.327223"
"ada17ee7-4e1f-4f33-ba1c-bb6ff90220bd","D3D2","6.780933","3.142029"
"59f881bb-d330-4017-93a4-6af4fae7cda6","","0.6113406","3.2871125"
"f61fa78d-ed11-403d-90cb-c44b6ef45268","","4.352315","9.456891"
"16ba17f7-c76f-4b29-84a2-77a50a5724b7","","7.2127056","5.431389"
"f119569e-e492-4ed1-a773-0d5cab5f6912","","5.7560534","3.3531437"
"fbcb555d-6e9c-4229-a16a-26243a50cb40","","3.2345679","5.3459535"
"1c65d3c2-f433-4d38-84fc-51c1f3e96b9e","D3D1","5.19686","2.5366297"
"77cbed4c-cb04-4676-8bfe-e3f12a393072","D3D1.0","0.9014441","3.5696278"
"069b40fe-74cd-4029-a23c-bd317b504f10","D3-D5","1.2085316","10.172422"
"52064415-ffff-4b96-8d08-b35a9980c89c","","1.1220348","3.8028042"
"0d687023-391c-40d1-8656-57b5672791b7","","6.0731654","3.2815955"
"cb974d05-f205-4073-adae-8f2e94d3b7de","","12.305396","11.327315"
"e8f6765d-3b72-430e-b6e6-cc3d942192f3","","3.2345679","5.3459535"
"f1d76c33-a958-4503-98bf-0793ad27f70a","","0.55108166","3.2112274"
"5047a4ac-11bb-4dd4-8788-63954d6c79c2","","5.3450184","3.4563036"
"4993eb01-a59b-4f68-987c-609a6aacfd34","","7.914313","7.4194984"
"31d39c91-90db-4ae4-8b39-489e4324b8d6","D2D2","0.49414867","3.1523948"
"c4cb0bcb-aac3-4d28-ba86-c32523d542da","D2D1.0","0.45719257","3.137087"
"6e05c6a7-70c9-4d0f-be96-6faf7aa4f8a1","D1D2","6.532631","3.2066288"
"93730858-e340-4006-9487-2330cd46292f","","5.0","9.5"
"bd329280-f1e7-4d56-a64e-8add3986d966","D2D1.0","6.6349263","3.179585"
"e3a0b94a-6302-4859-934f-efe2ccf54173","D2D1","4.2148623","6.5995355"
"c5b81a29-0720-4cb3-b956-6d368ad43197","D2D3.0","1.0121406","3.6927896"
"ed0ca5a9-fccb-472f-ab30-24114399667c","D3-D5","6.2297406","3.2614448"
"02db976c-deff-4ea1-ae1a-722bf36b9a75","D3D2","5.606967","3.419334"
"fada0e2c-5c6d-4b1c-9b4c-bd0d6c9114f1","D2D2","0.75845754","3.3990705"
"f588fe09-0ee0-4268-a862-54d53d00c9b3","D3-D5","1.8726883","8.985555"
"e4785505-f873-4775-82b4-6fbeec5db43c","","0.6387279","3.2912388"
"1a5343f4-59ab-4788-83bf-c8cb988834e9","D1D2","10.886973","7.446917"
"20bbb6fc-0e5d-4a42-bfeb-04806fe1fd06","D2D2","0.766381","3.4609075"
"c224c869-7020-4937-b720-c628e15df3d7","D2D1","0.94879377","3.6205056"
"a39fde06-b116-4fbc-9be4-71e3be532d9f","D2D1","0.5942459","7.9441733"
"e9c92399-761b-476c-94ec-8c7c6ef3dbee","D2D2","0.37722847","3.0542016"
"1d7bc3e6-0752-456c-bc07-f7f8ac97890c","D2D1","0.3886567","3.0423136"
"1a3784bf-81d8-48ac-8405-e52a80df3186","D2D2","0.47723582","3.1468754"
"92aa79fe-dd32-4a4b-a827-b75cae4ac0d4","D3D2.0","0.6037606","3.2675302"
"ec4e32ef-319d-4d54-a7c9-0a4cedc4b451","D1D2","6.4323454","3.212026"
"238deef6-2ca9-4460-8331-602197e00abc","D3-D5","'-0.80364263","13.567416"
"3789eba4-e1e7-4499-813f-11c1331352bc","D1D2","0.49938086","3.190729"
"a4050f48-befd-4c14-b3b3-734c27754b95","","5.2","7.2"
"fdb67934-b667-4090-8a20-392a3e8d9432","D2D2","2.3019345","8.416594"
"48290443-a688-4ea8-b868-83957263b609","D3D2.0","6.581875","3.1678975"
"f6dceae4-24bb-4402-928a-97b32dc412e4","D3D2","15.257715","5.408074"
"78d48aca-4019-473c-8e3c-e98dbdfead9b","","0.27721044","8.21589"
"26293934-d4f4-40c7-b87f-16f9912b4db3","D2D3.0","5.960849","3.335605"
"1fb70bc5-88d4-4333-9cc9-110071513728","D2D1","6.53294","3.2051427"
"ccc90889-f5c9-41ed-a86c-0137d28def62","","6.2284827","3.265325"
"7279e585-5a2c-49d7-94e3-1d81145caff3","D5-D1","5.6811624","3.3630702"
"97e24bd3-059b-46ff-b539-ab2a509015c0","D3D3","5.9593244","3.3337598"
"fdd27f99-a7a2-4b23-a507-d0a93bdeaa49","D2D3.0","5.345832","3.4529896"
"a50503d6-25c8-4cfd-a72f-28eaa25548cb","D2D1.0","0.419929","3.0951638"
"cc1f5da2-c467-403e-a8c1-6cd23534ed5f","D3D1.0","5.756639","3.355891"
"e3f25441-2cf0-447a-a1e7-ad758ef7f479","","6.0208373","3.3206418"
"24a8595c-3a96-46a5-a310-448e716d6e54","","6.98798","7.53232"
"41b77419-bc4d-4eda-af1f-0678ad7dfdb6","D2D2","0.7322045","3.4074354"
"496e2fef-0ee9-45aa-81bc-c64957ee70b7","D2D2.0","6.0224247","3.3272107"
"4416d547-a388-4007-9303-61464394d8f4","D3D3.0","6.132612","3.298414"
"741a244c-1ae4-48e8-b27b-d54d45f876c9","D2D3.0","0.40260273","3.057901"
"7ed8b922-2fe3-4a74-9993-e6b3fa715e77","D2D3.0","0.7338212","3.3816316"
"8ea9c868-a039-48de-9079-5efe7112b581","","3.2","5.0"
"4930e210-484e-4609-8dbf-11c6b92147a3","","0.77794343","3.420696"
"6490654f-a6dc-4121-901a-4019c5e46237","","5.3462887","3.4783287"
"401ccad9-122f-465a-945a-93e5416b1c1f","D2D1.0","0.8561654","3.5497715"
"ee34e00e-7e24-431b-8abd-d185a76c45f4","","0.6860044","3.3645425"
"b00e5daf-e83f-49a4-b283-ccb071896dcd","","8.1482","7.2085643"
"debe98cb-6df0-4c18-970d-76bcd2107ad8","","0.6372586","3.3092816"
"9c35aa0b-fbee-4ada-b23b-621f65eb64bc","","3.3238466","5.1367483"
"a02b94b9-838d-4553-a3d7-8e95f39e991f","D2D2","6.0209346","3.3203328"
"c88210f1-3ea3-47a5-a3ab-5f4acc443021","","2.5062811","4.407112"
"624a3870-60ae-4a4a-a11b-dbebee8a6e5e","","1.0380615","3.7510524"
"85020f1a-ca94-42ae-bcab-114de2aaac7e","D2D1.0","0.7789006","3.4632905"
"05c89800-8708-41c8-9c42-319282ce6ab6","","0.73799324","3.4113061"
"f40a7a98-c733-4130-8a71-548eb6580260","D3D2","6.434554","3.2237146"
"ae97b7a4-3df6-4062-a5d2-42bd2980a375","D2D1.0","1.0130057","3.666393"
"33fbdf5a-04b8-4a82-8ae1-158baf44352d","D2D2","0.4975654","3.154466"
"de8ebb8f-9781-4c7d-83b5-8b8939ed4339","","0.8973646","2.9062994"
"8ba5e01a-cfe1-49bb-a838-588fb85e5e8c","","8.121906","8.813"
"ca2aa0e1-c291-4d0c-abf4-9318383a0595","","6.677193","3.1709015"
"bff6329a-fc65-42a0-9aba-d95a3e2be4f9","D2D1","0.8264838","3.5078888"
"a873b605-3142-4ffb-accd-74e60296b1cb","","4.92","5.1"
"c288621a-3062-4b9f-ad22-4db0179030ab","","4.9234533","5.456789"
"ead1887f-ee09-48fe-b2da-50933368a5e2","","8.311517","7.0232224"
"4cb40dbc-63ee-4bff-a883-025a778ece5f","D5-D1","5.243028","6.9466314"
"fc7a2ab6-c219-4749-9afb-dad30a050929","D3-D5","10.321647","6.9559317"
"f69d9cae-fb30-4196-bad9-52249c86ee25","","6.3186893","3.241729"
"77f2c03c-3fb5-49a9-8a5b-3a773450f1b0","","4.352315","9.456891"
"5eacc302-c8d4-4f32-96ce-adc08e9ad5fc","","0.63836426","3.2958732"
"55c2e299-afca-423d-b8ee-b95de20e43ed","D2D3.0","0.3955607","3.0546045"
"8b3165c1-662c-4b41-98d6-b55b99a679d0","","5.52317","3.423281"
"d3875feb-ecda-4d2a-9848-7e413a959ea4","D2D2","0.70046896","7.871231"
"d7ac924c-cebd-4af9-aabc-0384250ce78e","","13.715601","11.398504"
"72e9bccd-d134-4612-90d2-5a67cf3e025c","","6.1801023","3.273955"
"bb447a93-63d9-4721-91ec-576497709e5e","","0.9487415","3.6049087"
"08a013cb-ae04-43c3-ba37-22fcf143633d","D1D2","6.692631","3.155339"
"f7b7092f-0d29-48bc-9216-21e6ccb8a2e5","D2D1.0","0.47933576","3.1465223"
"86ad58ab-bd24-41fa-98e2-bba30ac92e00","","4.9234533","5.456789"
"55760324-203a-4e65-b5de-1a87ed651290","D2D2","0.37850088","3.049959"
"cf7eb410-97fd-4eca-aff6-15d3f82508fc","","0.5766981","3.2451062"
"0f00f56d-b9f2-4bd6-a5ac-cf853b6d61e3","","6.6501527","7.2806773"
"67c75034-709f-4581-b695-53ec2c8e8576","D2D2","0.50760525","8.218803"
"e695af68-255e-4c89-98fb-9f05d52042d6","D2D2","0.4433366","3.0954633"
"e539b0b2-cc7d-433a-a508-815e68476b11","D2D2","2.1263192","9.681693"
"47d0eb96-be46-443d-b7e5-6378f75a946a","","6.7728815","4.1126423"
"e116bd20-c11e-48c3-b3bc-c9f0efd89afb","","5.602977","3.3890808"
"15afdab7-a52c-4612-9233-0c35d05358fd","","4.352315","9.456891"
"6fb0f011-6571-4483-a0c3-884e61811ba4","","11.234568","6.3456783"
"a043fedf-e407-40fc-a9bf-ce369a70f44c","D3-D5","0.48695177","3.164642"
"3fab34b6-e55e-4e05-bbc3-f518a351a331","D3D1","5.2530026","2.5226765"
"07bf41af-ed06-4e14-8983-ac18a92f9f0c","","5.234384","7.847374"
"d466eb56-153e-4fba-80e9-38a33ebd8060","D2D3.0","'-0.21989752","8.481995"
"fb3d1eb4-8a49-4901-973e-89b43990ec9a","","9.165776","5.0371456"
"dc26a71b-a228-40e0-b951-6c1c68ac1788","D2D2","1.2512722","3.9912965"
"0a212ee5-4703-44b9-9d67-63effa237787","D2D2.0","0.40945932","3.0658858"
"dc162909-d16a-4252-81fa-f1be3f78823c","","6.606619","3.1637754"
"efe7f677-f658-42f6-81fe-e367cd2ac6a0","","3.7676368","9.935517"
"0f341da3-97dc-4d83-b3b2-f24df2574fe7","D3D3.0","6.654991","3.1698775"
"912689e3-45e6-4a45-b4c0-2a9b30ba5063","D2D1","0.38146326","3.054502"
"0fdae4b2-7050-435f-a769-9459e96d3344","","1.0467422","3.7165928"
"8423fc1a-d812-43ec-a3ca-bdaa9d15bb4f","","6.356153","3.2223437"
"ec2cd88c-93a3-4d52-a309-7d4b05f92987","D2D1.0","0.6450487","3.3318374"
"9625c24c-422b-49cd-bbf9-19570a5a950f","D2D2","2.6203978","1.6578782"
"a24ffcfc-2f2f-4138-8bd5-c0900123d0f5","D3-D5","8.955703","7.514826"
"b18da287-2a0b-4691-9cff-b2c8679b2d56","D2D1.0","0.4352728","3.1073902"
"4f1935eb-7670-4067-8bab-374d5534f633","D2D3.0","0.3922068","3.0656807"
"6914d5f0-5784-42f8-952c-97f7461e335c","D5-D1","5.2453165","6.8900504"
"f84ec71a-005f-4d63-a541-eaf5a6c03a40","","5.3447165","3.4569082"
"7e82dde0-bdb2-4fa3-80ea-32af9bffce5c","","6.2534537","8.16453"
"dfbb2f1f-6ebf-4700-b199-d62c824e8eea","D3D2.0","0.43677297","3.0956757"
"e2e6bd92-6c08-4815-a1e0-50ff328dd78e","D3D2","6.125897","3.2750056"
"69805217-da6e-4849-a3f5-0df2b96c4c30","","1.3","5.1"
"bc8b05f8-8dbb-4345-9aee-cef1433037e7","D3D2.0","4.8192267","3.5691824"
"0d414526-8281-4891-9efc-df53a3f12235","","5.604939","3.4038808"
"39fc6948-37f8-4aa6-9bdb-3d840c7a3cc2","","2.2677338","4.039503"
"50f107c9-767b-4fbb-b0d7-390276f5c7b5","","1.8705958","4.0301228"
"15d55bfa-c7f0-4bbc-8193-563e936a89cb","D2D2","10.627301","7.1196494"
"450052ae-2f04-4612-ad57-561532e55f50","","4.92","5.1"
"45e014ec-546b-447a-a792-d61fe60663c9","D2D3.0","6.3162937","3.2269194"
"7c79c406-4e7e-46ca-ad97-22daf8f44924","D2D3.0","1.0500209","3.744844"
"c2c2678c-b243-414a-b220-a9745d5f0919","","6.581301","3.1749573"
"df85ef5b-5bc8-4255-8960-2c6ed1c5191d","D3D2","14.354444","6.3197904"
"5f509a46-c1e5-4d81-97aa-4357468a649e","","4.9234533","5.456789"
"32bcfc47-e175-425b-aea3-f2e3d5c73f55","D2D2","9.079438","7.606512"
"cd161527-fe07-44e5-8f4f-66aa4d448786","","6.2534537","8.16453"
"2439fa7d-fd98-4c93-8b82-b36c248cfacf","D3D3","6.3214984","3.2534924"
"3a545fa0-5aed-4e35-be4f-946022cf20ce","D3D2.0","0.41470113","3.0959332"
"34c49558-7534-4a35-98aa-92ec4c2e8422","D1D2","14.638623","6.05065"
"43a1a0f3-26ee-4415-9a6f-ab29da87a912","","8.114008","3.8061068"
"97096146-4245-4310-acf2-76b2f49f82ea","D3D3","6.4360647","3.231914"
"3adf3cbb-3daa-44df-9cf0-8bc20e1dce30","","9.2307825","5.0141068"
"26941320-fa1d-4044-b2b2-a1ceeb02adbd","","0.9368645","4.323877"
"6580ede7-8d5d-4644-8a4a-4299105676f1","D3D2.0","6.466561","3.1981692"
"be79441e-dd27-40c6-a45e-5c243358a6a8","D3-D5","6.183742","3.2940443"
"1e20fc3b-0bb6-494d-b03c-46cabeda1581","","7.766004","3.875639"
"944e22ad-3708-47bc-8567-863bc5b9960d","D3-D5","6.38374","7.2513"
"c701f91f-0e22-4164-ae10-cceaf679d540","D2D1.0","0.6748225","3.3739676"
"1d08dd3b-86ba-4a7e-b78f-c250dba0c7fb","","7.27899","4.111111"
"62f3b8ed-6799-4127-9047-25a3dc94a828","","4.9234533","5.456789"
"8e00586b-2468-442b-9056-b576ed0130b1","D3-D5","8.992776","7.030704"
"479a332d-c082-49c3-b233-cbae10dde4d1","","3.2","5.0"
"89d3e248-b403-4f7d-97f4-7a836d1a072e","D2D2","0.40212664","3.0633316"
"7b87383c-1d94-4367-bc5c-5492934d3bdb","","6.5327344","3.211354"
"63e8137c-bc05-40d5-aed5-1834bce6958c","","5.681671","3.3830886"
"fe6d75c4-975a-4922-b933-66f8d3ef4f1f","D3-D5","2.9099326","8.714255"
"6c5bf63d-0e5c-4aae-be3d-10522f1d0130","","6.016335","3.3064423"
"0429bf19-9e16-4a05-a17a-7239951edae0","D3D1","4.740756","2.620309"
"5413f5aa-a581-4dd0-bf04-3bd973b7a01c","","1.0214946","4.402925"
"87702da3-6375-4ffb-8347-4b807b23319c","D3D2","15.302772","5.3065157"
"75673ef5-53b3-4377-aff8-865a451defb0","","1.2678765","14.411717"
"b91ebfbb-c8c4-4c3b-9899-8ba43161a5e0","","1.2378235","4.595215"
"a706f80d-5712-4f78-9c63-b5858ee0c79d","","5.946283","7.1295137"
"69a5b367-f307-41ec-96c5-ac24a2350edc","","0.8939805","4.2232747"
"85468c95-3a52-49b6-8052-018fce89f701","D2D2","0.58777744","3.294202"
"14043d0b-456e-431e-b997-3e8fbcf66663","","6.2776866","4.225929"
"c857304e-8856-4569-94ad-35cf8b3fda78","","1.3","5.1"
"07bf1eed-00da-4dac-b8fb-55e9feb9a377","","0.57009864","3.2375107"
"8d58fbbf-ade7-41af-9c03-e55b56d3de37","D2D2","2.1134353","3.6686022"
"11833ecf-9a2a-4a63-afc1-d432fb3bfd56","","0.6490052","3.3336408"
"8655d1de-1af5-47e9-8abd-ef72c8bb7a6d","D3-D5","7.820914","7.488305"
"94642b99-5ce2-4a43-8763-bb4189bc3f23","","3.2345679","5.3459535"
"e69f4191-787e-4877-9777-ffee8ad6cde6","","4.352315","9.456891"
"f1c1b6ca-e60d-4618-9c47-5d5b612dbde7","D2D1.0","0.548838","3.2116039"
"baa557aa-82c0-458b-923f-ba77a416e6ee","D1D2","15.213443","5.5136547"
"04eadc1e-6bc4-400c-bd44-282aedb2f7ac","","8.129656","6.869598"
"24f9b6d6-a3c7-4598-9705-4f310f68fa43","","7.7961597","5.314239"
"02ff0074-95e9-44c6-b406-c9996b477fb8","","9.094076","7.147458"
"f70db13d-3524-42c0-8d10-2d5f3d62f649","","5.0464277","3.5265749"
"844928de-8b86-4071-90c9-210b4c54c9c0","","0.8818891","4.2232804"
"d603ab60-6016-4cd4-9a7e-6be9f2a11d92","D5-D1","4.868609","6.7254615"
